,substation,division,town,trans_feeders,subtrans_feeders,dist_feeders,banks,rated voltage,rated mva,circuits,customers served,age,v1,v2,v3,mva1,mva2,mva3,mva4,mva5,v1_bigger,total_rated_MW,sum_feeders,_merge
466,MALTA,East,Malta,2.0,0.0,3.0,1.0,115/13.8,15/20/25,5.0,4888.0,1997-01-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
467,MAPLEHURST STA. NO.4,West,Hinsdale,0.0,2.0,2.0,1.0,34.5/4.8,3.75/4.688,4.0,1147.0,2007-06-26,34.5,4.8,0.0,3.75,4.688,0.0,0.0,0.0,True,,,left_only
468,MAPLEWOOD,East,Colonie,3.0,6.0,4.0,1.0,115/13.8,15/20/25,13.0,6407.0,2007-07-10,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
469,MAPLEWOOD,East,Colonie,3.0,6.0,4.0,1.0,115/34.4/13.8,30/40/50,0.0,6407.0,2007-07-10,115.0,34.4,13.8,30.0,40.0,50.0,0.0,0.0,True,,,left_only
470,MARKET HILL,East,Amsterdam,0.0,2.0,6.0,2.0,69/4.16,5/6.25,8.0,3598.0,1960-08-01,69.0,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
471,MAYFIELD,East,Mayfield,0.0,3.0,1.0,1.0,69/13.8,7.5/8.4/10.5,4.0,2968.0,1968-04-11,69.0,13.8,0.0,7.5,8.4,10.5,0.0,0.0,True,,,left_only
472,MC ADOO,Central,Canton,2.0,0.0,3.0,1.0,115/13.8,12/13.4,5.0,2675.0,1975-12-01,115.0,13.8,0.0,12.0,13.4,0.0,0.0,0.0,True,,,left_only
473,MC CLELLAN,East,Schenectady,0.0,2.0,2.0,1.0,34.5/13.8,10,4.0,5361.0,1996-01-01,34.5,13.8,0.0,10.0,0.0,0.0,0.0,0.0,True,,,left_only
474,MC CREA ST.,East,Ft Edward,0.0,1.0,1.0,1.0,34.5/4.8,3/3.75,2.0,1054.0,1950-01-01,34.5,4.8,0.0,3.0,3.75,0.0,0.0,0.0,True,,,left_only
475,MCGRAW,Central,Cortland,0.0,1.0,1.0,3.0,34.5/4.8,0.83,2.0,1210.0,1959-01-01,34.5,4.8,0.0,0.83,0.0,0.0,0.0,0.0,True,1.392,1.0,both
476,MCKOWNVILLE,East,Guilderland,2.0,0.0,7.0,1.0,113/13.8,12/16/22,9.0,4762.0,1969-12-09,113.0,13.8,0.0,12.0,16.0,22.0,0.0,0.0,True,,,left_only
477,MCKOWNVILLE,East,Guilderland,2.0,0.0,7.0,1.0,115/13.8,15,0.0,4762.0,1969-12-09,115.0,13.8,0.0,15.0,0.0,0.0,0.0,0.0,True,,,left_only
478,MENANDS,East,Colonie,5.0,7.0,11.0,1.0,115/13.8,12/16/20/22.4,23.0,8830.0,1974-05-05,115.0,13.8,0.0,12.0,16.0,20.0,22.4,0.0,True,,,left_only
479,MENANDS,East,Colonie,5.0,7.0,11.0,1.0,115/13.8,15/20/25,0.0,8830.0,1974-05-05,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
480,MENANDS,East,Colonie,5.0,7.0,11.0,1.0,115/34.5/4.8,30/40/50,0.0,8830.0,1974-05-05,115.0,34.5,4.8,30.0,40.0,50.0,0.0,0.0,True,,,left_only
481,MENANDS,East,Colonie,5.0,7.0,11.0,1.0,115/34.5/8.6,20/26.7,0.0,8830.0,1974-05-05,115.0,34.5,8.6,20.0,26.7,0.0,0.0,0.0,True,,,left_only
482,MENANDS,East,Colonie,5.0,7.0,11.0,1.0,115/4.16,7.5/9.375,0.0,8830.0,1974-05-05,115.0,4.16,0.0,7.5,9.375,0.0,0.0,0.0,True,,,left_only
483,MENANDS,East,Colonie,5.0,7.0,11.0,1.0,13.2/4.16,6,0.0,8830.0,1974-05-05,13.2,4.16,0.0,6.0,0.0,0.0,0.0,0.0,True,,,left_only
484,MERRILLVILLE,Central,Franklin,0.0,1.0,1.0,1.0,46/2.4,1.67,2.0,73.0,1984-01-01,46.0,2.4,0.0,1.67,0.0,0.0,0.0,0.0,True,,,left_only
485,MEXICO,Central,Mexico,0.0,1.0,2.0,1.0,34.5/4.8,2.5/3.13,3.0,1471.0,1963-01-01,34.5,4.8,0.0,2.5,3.13,0.0,0.0,0.0,True,,,left_only
486,MIDDLEBURG,East,Middleburgh,1.0,0.0,2.0,1.0,69/13.8,7.5/9.4/10.5,3.0,4011.0,1977-01-01,69.0,13.8,0.0,7.5,9.4,10.5,0.0,0.0,True,,,left_only
487,MIDDLEPORT,West,Royalton,0.0,2.0,3.0,1.0,34.5/4.8,4.7/5.25,5.0,1916.0,1973-01-01,34.5,4.8,0.0,4.7,5.25,0.0,0.0,0.0,True,2.928,3.0,both
488,"MIDDLEVILLE, IE. HANSON (MIDDL",Central,Fairfield,0.0,1.0,1.0,1.0,46/4.16,3.75/4.69/5.25,2.0,665.0,1956-01-01,46.0,4.16,0.0,3.75,4.69,5.25,0.0,0.0,True,,,left_only
489,MIDLER,Central,Dewitt,0.0,1.0,4.0,1.0,34.5/4.16,5/6.25,5.0,74.0,1965-01-01,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
490,MILL ST.,Central,Watertown,0.0,2.0,13.0,3.0,23/4.8,5/6.25,15.0,3198.0,1956-01-01,23.0,4.8,0.0,5.0,6.25,0.0,0.0,0.0,True,5.292816,5.0,both
491,MILLER ST.,Central,Cortland,0.0,1.0,2.0,3.0,34.5/4.8,2.5/3.1,3.0,1771.0,1940-01-01,34.5,4.8,0.0,2.5,3.1,0.0,0.0,0.0,True,1.919664,2.0,both
492,MILTON,Central,Camillus,2.0,0.0,4.0,1.0,113/13.8,12/16/20,6.0,7439.0,1969-01-01,113.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,16.636356,5.0,both
493,MINOA,Central,Manlius,0.0,2.0,2.0,1.0,34.5/4.8,3.75/4.69,4.0,1388.0,1952-01-01,34.5,4.8,0.0,3.75,4.69,0.0,0.0,0.0,True,2.272032,2.0,both
494,MINOA,Central,Manlius,0.0,2.0,2.0,3.0,115/34.5/13.2,6.67,0.0,1388.0,1952-01-01,115.0,34.5,13.2,6.67,0.0,0.0,0.0,0.0,True,2.272032,2.0,both
495,MOIRA,Central,Moira,0.0,1.0,2.0,1.0,34.5/4.8,3/4,3.0,2011.0,1950-01-01,34.5,4.8,0.0,3.0,4.0,0.0,0.0,0.0,True,,,left_only
496,MORRISTOWN,Central,Morristown,0.0,1.0,2.0,1.0,23/5.04,2.5,3.0,1113.0,2010-11-23,23.0,5.04,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
497,MUMFORD,West,Wheatland,2.0,0.0,3.0,1.0,115/13.8,15/20/25,5.0,6141.0,1986-03-19,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,10.1904,3.0,both
498,N LEROY STATION,West,Leroy,2.0,0.0,3.0,1.0,115/13.8,12/16/20/22.4,5.0,4924.0,2012-05-15,115.0,13.8,0.0,12.0,16.0,20.0,22.4,0.0,True,8.417244,3.0,both
499,N. BANGOR,Central,Bangor,0.0,1.0,1.0,1.0,34.5/4.8,1.5,2.0,570.0,1961-01-01,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,,,left_only
500,N. CHAUTAUQUA,West,Chautauqua,0.0,2.0,1.0,1.0,34.5/4.8,1,3.0,303.0,1960-01-01,34.5,4.8,0.0,1.0,0.0,0.0,0.0,0.0,True,,,left_only
501,N. EDEN,West,Eden,0.0,1.0,1.0,1.0,34.5/13.8,3.75,2.0,1253.0,1976-01-01,34.5,13.8,0.0,3.75,0.0,0.0,0.0,0.0,True,1.584,1.0,both
502,N. LAWRENCE,Central,Lawrence,0.0,1.0,1.0,1.0,34.5/4.8,2.5,2.0,675.0,2004-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
503,N. OLEAN,West,Olean,0.0,2.0,2.0,3.0,34.5/4.8,1.25,4.0,1212.0,1959-01-01,34.5,4.8,0.0,1.25,0.0,0.0,0.0,0.0,True,,,left_only
504,NASSAU,East,Nassau,0.0,2.0,3.0,1.0,34.5/4.8,5/7,5.0,2286.0,1993-01-01,34.5,4.8,0.0,5.0,7.0,0.0,0.0,0.0,True,,,left_only
505,NEW FRANKHAUSER  STATION,,,,,,,,,,,,,,,,,,,,,16.218443999999998,7.0,right_only
506,NEW HAVEN,Central,New Haven,2.0,0.0,2.0,1.0,115/13.8,7.5/9.375,4.0,3811.0,1997-01-01,115.0,13.8,0.0,7.5,9.375,0.0,0.0,0.0,True,,,left_only
507,NEW KRUMKILL,East,Albany,2.0,0.0,4.0,1.0,113/13.8,18/24/30,6.0,7932.0,1977-01-01,113.0,13.8,0.0,18.0,24.0,30.0,0.0,0.0,True,,,left_only
508,NEW KRUMKILL,East,Albany,2.0,0.0,4.0,1.0,13.2/4.16,7.5/9.4/10.5,0.0,7932.0,1977-01-01,13.2,4.16,0.0,7.5,9.4,10.5,0.0,0.0,True,,,left_only
509,NEW WHITESVILLE,West,Independence,0.0,1.0,1.0,1.0,34.5/4.8,1.5,2.0,689.0,1993-01-01,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,,,left_only
510,NEWARK ST,East,Cohoes,0.0,2.0,4.0,2.0,34.5/13.8,10,6.0,8301.0,1995-01-01,34.5,13.8,0.0,10.0,0.0,0.0,0.0,0.0,True,,,left_only
511,NEWTON FALLS,Central,Clifton,0.0,1.0,1.0,1.0,34.5/2.4,2.5,2.0,136.0,2003-05-01,34.5,2.4,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
512,NEWTON FALLS,Central,Clifton,0.0,1.0,1.0,2.0,34.5/2.4,2.5,0.0,136.0,2003-05-01,34.5,2.4,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
513,NEWTONVILLE,East,Colonie,0.0,2.0,6.0,1.0,34.5/13.8,5/6.25,8.0,1554.0,1957-05-25,34.5,13.8,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
514,NEWTONVILLE,East,Colonie,0.0,2.0,6.0,1.0,34.5/4.16,5/5.6,0.0,1554.0,1957-05-25,34.5,4.16,0.0,5.0,5.6,0.0,0.0,0.0,True,,,left_only
515,NICHOLVILLE,Central,Lawrence,1.0,2.0,2.0,1.0,115/34.5,10/12.5,5.0,2335.0,1954-03-01,115.0,34.5,0.0,10.0,12.5,0.0,0.0,0.0,True,,,left_only
516,NICHOLVILLE,Central,Lawrence,1.0,2.0,2.0,1.0,34.5/4.8,1.25,0.0,2335.0,1954-03-01,34.5,4.8,0.0,1.25,0.0,0.0,0.0,0.0,True,,,left_only
517,NICHOLVILLE,Central,Lawrence,1.0,2.0,2.0,2.0,34.5/4.8,1.25,0.0,2335.0,1954-03-01,34.5,4.8,0.0,1.25,0.0,0.0,0.0,0.0,True,,,left_only
518,NILES,Central,Skaneateles,0.0,1.0,1.0,1.0,34.4/13.8,3.75/4.69/5.25,2.0,1386.0,1974-01-01,34.4,13.8,0.0,3.75,4.69,5.25,0.0,0.0,True,1.7776439999999998,1.0,both
519,NILES,Central,Skaneateles,0.0,1.0,1.0,1.0,34.4/13.8,16.8/22.4/28,0.0,1386.0,1974-01-01,34.4,13.8,0.0,16.8,22.4,28.0,0.0,0.0,True,1.7776439999999998,1.0,both
520,NORTH ASHFORD,West,Ashford,0.0,2.0,1.0,1.0,34.5/4.8,1.5,3.0,227.0,1991-01-01,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,0.300816,1.0,both
521,NORTH BOMBAY,Central,Bombay,0.0,1.0,2.0,1.0,34.5/13.8,2.5,3.0,170.0,1975-01-01,34.5,13.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
522,NORTH CARTHAGE,Central,Wilna,3.0,2.0,3.0,1.0,115/13.8,12/22.4,8.0,6590.0,1992-01-01,115.0,13.8,0.0,12.0,22.4,0.0,0.0,0.0,True,,,left_only
523,NORTH CARTHAGE,Central,Wilna,3.0,2.0,3.0,1.0,115/23,15/20/25,0.0,6590.0,1992-01-01,115.0,23.0,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
524,NORTH COLLINS,West,Brant,0.0,2.0,2.0,1.0,34.5/4.8,2.5,4.0,1516.0,1964-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,1.547184,2.0,both
525,NORTH CREEK,East,Johnsburg,1.0,2.0,2.0,1.0,115/13.8/30,10/12.5,5.0,3373.0,1987-03-01,115.0,13.8,30.0,10.0,12.5,0.0,0.0,0.0,True,,,left_only
526,NORTH CREEK,East,Johnsburg,1.0,2.0,2.0,1.0,115/34.5,30/40/50,0.0,3373.0,1987-03-01,115.0,34.5,0.0,30.0,40.0,50.0,0.0,0.0,True,,,left_only
527,NORTH GOVERNEUR,Central,Gouverneur,2.0,0.0,3.0,1.0,115/13.8/7.9,12/16/20,5.0,5283.0,1971-09-10,115.0,13.8,7.9,12.0,16.0,20.0,0.0,0.0,True,,,left_only
528,NORTH TROY,East,Brunswick,6.0,5.0,4.0,1.0,115/13.8,15/20/25,15.0,6150.0,2007-02-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
529,NORTH TROY,East,Brunswick,6.0,5.0,4.0,1.0,115/34.5/13.8,30/40/50,0.0,6150.0,2007-02-01,115.0,34.5,13.8,30.0,40.0,50.0,0.0,0.0,True,,,left_only
530,NORTH TROY,East,Brunswick,6.0,5.0,4.0,1.0,115/34.5,30/40,0.0,6150.0,2007-02-01,115.0,34.5,0.0,30.0,40.0,0.0,0.0,0.0,True,,,left_only
531,NORTHVILLE,East,Northampton,0.0,2.0,2.0,1.0,69/13.8,10/12.5,4.0,4196.0,1992-01-01,69.0,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,,,left_only
532,NORTHVILLE,East,Northampton,0.0,2.0,2.0,1.0,69/23,10/12.5,0.0,4196.0,1992-01-01,69.0,23.0,0.0,10.0,12.5,0.0,0.0,0.0,True,,,left_only
533,NORWOOD,Central,Potsdam,0.0,1.0,2.0,3.0,23/4.8,1.25,3.0,1571.0,1961-01-01,23.0,4.8,0.0,1.25,0.0,0.0,0.0,0.0,True,,,left_only
534,OAK HILL,West,Ellicott,2.0,0.0,1.0,1.0,34.5/4.8,2.5,3.0,224.0,1996-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
535,OAKFIELD STATION,West,Oakfield,1.0,4.0,3.0,1.0,115/34.5,28/37.3/46.7,8.0,1585.0,1975-01-01,115.0,34.5,0.0,28.0,37.3,46.7,0.0,0.0,True,3.2352,3.0,both
536,OAKFIELD STATION,West,Oakfield,1.0,4.0,3.0,1.0,34.5/4.8,3.75,0.0,1585.0,1975-01-01,34.5,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,3.2352,3.0,both
537,OATHOUT,East,Colonie,0.0,1.0,2.0,1.0,34.4/13.8/7.9,10.0/12.5,3.0,1909.0,1998-01-01,34.4,13.8,7.9,10.0,12.5,0.0,0.0,0.0,True,,,left_only
538,OGDENBROOK,East,Queensbury,2.0,0.0,4.0,1.0,115/13.8/7.9,13.4/17.9/22.4,6.0,6027.0,1975-02-18,115.0,13.8,7.9,13.4,17.9,22.4,0.0,0.0,True,,,left_only
539,OGDENSBURG,Central,Ogdensburg,2.0,0.0,4.0,1.0,23/5,1.5,6.0,5907.0,1988-12-01,23.0,5.0,0.0,1.5,0.0,0.0,0.0,0.0,True,,,left_only
540,OGDENSBURG,Central,Ogdensburg,2.0,0.0,4.0,1.0,23/0.48,0.5,0.0,5907.0,1988-12-01,23.0,0.48,0.0,0.5,0.0,0.0,0.0,0.0,True,,,left_only
541,OGDENSBURG,Central,Ogdensburg,2.0,0.0,4.0,1.0,23/5,1.5,0.0,5907.0,1988-12-01,23.0,5.0,0.0,1.5,0.0,0.0,0.0,0.0,True,,,left_only
542,OLD FORGE,Central,Webb,0.0,2.0,4.0,3.0,46/4.8,1.25,6.0,2719.0,1992-01-01,46.0,4.8,0.0,1.25,0.0,0.0,0.0,0.0,True,,,left_only
543,OLD FORGE,Central,Webb,0.0,2.0,4.0,1.0,46/4.8,2,0.0,2719.0,1992-01-01,46.0,4.8,0.0,2.0,0.0,0.0,0.0,0.0,True,,,left_only
544,ONEIDA,Central,Verona,7.0,0.0,7.0,1.0,115/13.8,12/16/22.4,14.0,10374.0,1968-08-04,115.0,13.8,0.0,12.0,16.0,22.4,0.0,0.0,True,,,left_only
545,ONEIDA,Central,Verona,7.0,0.0,7.0,1.0,115/13.8,15/20/25,0.0,10374.0,1968-08-04,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
546,ORANGEVILLE STATION,West,Orangeville,0.0,1.0,1.0,1.0,34.5/4.8/34.5,2.5,2.0,711.0,1997-01-01,34.5,4.8,34.5,2.5,0.0,0.0,0.0,0.0,False,1.198416,1.0,both
547,OTTEN,East,Dresden,1.0,0.0,1.0,1.0,115/4.8,3.75/4.68,2.0,610.0,1954-06-15,115.0,4.8,0.0,3.75,4.68,0.0,0.0,0.0,True,,,left_only
548,Ohio Childs (MITS),,,,,,,,,,,,,,,,,,,,,2.081244,2.0,right_only
549,PALOMA,Central,Oswego,2.0,0.0,4.0,1.0,115/13.8,12/16/20,6.0,10154.0,1968-01-01,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,,,left_only
550,PANAMA,West,Harmony,0.0,2.0,1.0,1.0,34.5/4.8,1.5,3.0,642.0,2002-06-19,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,,,left_only
551,PARISH,Central,Parish,0.0,1.0,1.0,1.0,34.5/4.8,3,2.0,529.0,1950-01-01,34.5,4.8,0.0,3.0,0.0,0.0,0.0,0.0,True,,,left_only
552,PARISHVILLE,Central,Parishville,1.0,0.0,1.0,2.0,4.8/2.4,0.5,2.0,653.0,1949-01-01,4.8,2.4,0.0,0.5,0.0,0.0,0.0,0.0,True,,,left_only
553,PARK STREET,Central,Syracuse,0.0,1.0,4.0,1.0,34.5/4.16,5/6.25,5.0,3663.0,1956-01-01,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,3.7856,4.0,both
554,PARTRIDGE ST.,East,Albany,0.0,5.0,10.0,1.0,34.5/13.8,3.75/4.69,15.0,7155.0,2003-02-24,34.5,13.8,0.0,3.75,4.69,0.0,0.0,0.0,True,,,left_only
555,PATROON,East,Albany,2.0,5.0,4.0,1.0,115/34.5/13.8,30/40/50,11.0,3864.0,2004-12-22,115.0,34.5,13.8,30.0,40.0,50.0,0.0,0.0,True,,,left_only
556,PATROON,East,Albany,2.0,5.0,4.0,1.0,115/13.8,15/20/25,0.0,3864.0,2004-12-22,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
557,PAUL SMITHS,Central,Brighton,0.0,1.0,3.0,1.0,46/4.8,2.5,4.0,343.0,2004-03-01,46.0,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
558,PEAT STREET,Central,Syracuse,2.0,0.0,4.0,1.0,115/13.8,12/16/20/22.4,6.0,8314.0,1971-01-01,115.0,13.8,0.0,12.0,16.0,20.0,22.4,0.0,True,12.7776,4.0,both
559,PEBBLE HILL,Central,Dewitt,1.0,3.0,4.0,1.0,115/13.8/7.9,20/26.7/33.3,8.0,5760.0,1993-05-01,115.0,13.8,7.9,20.0,26.7,33.3,0.0,0.0,True,13.419912,4.0,both
560,PEBBLE HILL,Central,Dewitt,1.0,3.0,4.0,1.0,115/34.5,20/26.6/33.3,0.0,5760.0,1993-05-01,115.0,34.5,0.0,20.0,26.6,33.3,0.0,0.0,True,13.419912,4.0,both
561,PERRY ST,,,,,,,,,,,,,,,,,,,,,2.6527072,5.0,right_only
562,PERRYSBURG,West,Perrysburg,0.0,1.0,1.0,1.0,34.4/5.04/13.,5,2.0,887.0,1993-01-01,34.4,5.04,13.0,5.0,0.0,0.0,0.0,0.0,True,1.5048,1.0,both
563,PERRYVILLE,Central,Sullivan,0.0,1.0,1.0,1.0,34.5/4.16,3,2.0,230.0,1994-01-01,34.5,4.16,0.0,3.0,0.0,0.0,0.0,0.0,True,0.40239680000000005,1.0,both
564,PETERBORO,Central,Lennox,1.0,0.0,8.0,2.0,115/13.8,15/20/25,9.0,8034.0,1991-09-05,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
565,PETROLIA,West,Scio,0.0,1.0,1.0,3.0,34.5/4.8,1,2.0,738.0,1971-01-01,34.5,4.8,0.0,1.0,0.0,0.0,0.0,0.0,True,,,left_only
