,substation,division,town,trans_feeders,subtrans_feeders,dist_feeders,banks,rated voltage,rated mva,circuits,customers served,age,v1,v2,v3,mva1,mva2,mva3,mva4,mva5,v1_bigger,total_rated_MW,sum_feeders,_merge
201,BROCKPORT,West,Sweden,2.0,3.0,5.0,1.0,115/13.8,15/20/25,0.0,10233.0,1973-07-31,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,16.134756,5.0,both
202,BROCKPORT,West,Sweden,2.0,3.0,5.0,1.0,115/34.5,15/20,0.0,10233.0,1973-07-31,115.0,34.5,0.0,15.0,20.0,0.0,0.0,0.0,True,16.134756,5.0,both
203,BROCKPORT,West,Sweden,2.0,3.0,5.0,1.0,115/34.5,15/20/25,0.0,10233.0,1973-07-31,115.0,34.5,0.0,15.0,20.0,25.0,0.0,0.0,True,16.134756,5.0,both
204,BROOK ROAD,East,Saratoga Springs,2.0,3.0,8.0,2.0,115/13.8,20/26.7/33.3,13.0,14700.0,2001-12-31,115.0,13.8,0.0,20.0,26.7,33.3,0.0,0.0,True,,,left_only
205,BROOK ROAD,East,Saratoga Springs,2.0,3.0,8.0,1.0,115/34.5,30/40/50,0.0,14700.0,2001-12-31,115.0,34.5,0.0,30.0,40.0,50.0,0.0,0.0,True,,,left_only
206,BRUNSWICK,East,Brunswick,0.0,1.0,2.0,1.0,34.4/13.8,7.5/10.5,3.0,3837.0,1971-01-01,34.4,13.8,0.0,7.5,10.5,0.0,0.0,0.0,True,,,left_only
207,BUCKLEY,Central,Clay,0.0,1.0,4.0,1.0,34.5/4.8,5/6.25,5.0,1203.0,1958-01-01,34.5,4.8,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
208,BUCKLEYS,East,Greenport,1.0,0.0,1.0,1.0,113/13.8,7.5/8.4/10.5,2.0,769.0,1995-01-01,113.0,13.8,0.0,7.5,8.4,10.5,0.0,0.0,True,,,left_only
209,BUFF AVE STA,West,Niagara Falls,2.0,0.0,8.0,1.0,115/13.8,20/26.7/33.3,10.0,4304.0,1992-10-30,115.0,13.8,0.0,20.0,26.7,33.3,0.0,0.0,True,10.749156,8.0,both
210,BUFF AVE STA,West,Niagara Falls,2.0,0.0,8.0,1.0,115/13.8,20,0.0,4304.0,1992-10-30,115.0,13.8,0.0,20.0,0.0,0.0,0.0,0.0,True,10.749156,8.0,both
211,BURDECK ST,East,Rotterdam,2.0,0.0,4.0,1.0,115/13.8,12/16/20/22.4,6.0,6440.0,1973-01-01,115.0,13.8,0.0,12.0,16.0,20.0,22.4,0.0,True,,,left_only
212,BURGOYNE,East,Kingsbury,2.0,0.0,3.0,1.0,115/13.8,22.4,5.0,7336.0,1972-05-01,115.0,13.8,0.0,22.4,0.0,0.0,0.0,0.0,True,,,left_only
213,BUSTI,West,Busti,0.0,2.0,1.0,1.0,34.5/4.8,1.5,3.0,723.0,1970-01-01,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,,,left_only
214,BUTLER,East,Moreau,2.0,0.0,2.0,1.0,115/13.8,12/16,4.0,5996.0,1969-12-02,115.0,13.8,0.0,12.0,16.0,0.0,0.0,0.0,True,,,left_only
215,BUTTERNUT,Central,Dewitt,2.0,0.0,3.0,1.0,113/13.8,12/16/20,5.0,3398.0,1969-06-10,113.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,10.0056,3.0,both
216,BUTTS RD,West,Albion,0.0,2.0,2.0,1.0,34.4/13.8,5.25,4.0,1223.0,2009-10-20,34.4,13.8,0.0,5.25,0.0,0.0,0.0,0.0,True,2.6927999999999996,2.0,both
217,BUTTS RD,West,Albion,0.0,2.0,2.0,1.0,34.5/13.8,3.75/5.25,0.0,1223.0,2009-10-20,34.5,13.8,0.0,3.75,5.25,0.0,0.0,0.0,True,2.6927999999999996,2.0,both
218,BYRON STATION,West,Byron,1.0,0.0,2.0,2.0,34.5/4.8,1.5,3.0,988.0,1971-01-01,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,1.321632,2.0,both
219,CAMILLUS,Central,Camillus,0.0,1.0,2.0,3.0,34.5/4.16,1.25,3.0,863.0,1959-01-01,34.5,4.16,0.0,1.25,0.0,0.0,0.0,0.0,True,1.14816,2.0,both
220,CARDIFF,Central,Lafayette,0.0,1.0,1.0,1.0,34.5/4.16,0.333,2.0,475.0,1956-01-01,34.5,4.16,0.0,0.333,0.0,0.0,0.0,0.0,True,0.60736,1.0,both
221,CARDIFF,Central,Lafayette,0.0,1.0,1.0,2.0,34.5/4.16,0.667,0.0,475.0,1956-01-01,34.5,4.16,0.0,0.667,0.0,0.0,0.0,0.0,True,0.60736,1.0,both
222,CAROGA,East,Caroga,0.0,1.0,1.0,1.0,23/4.8,2.5/3.1,2.0,2150.0,1956-01-01,23.0,4.8,0.0,2.5,3.1,0.0,0.0,0.0,True,,,left_only
223,CARTHAGE,Central,Wilna,1.0,5.0,3.0,3.0,23/4.8,2,9.0,1181.0,1955-01-01,23.0,4.8,0.0,2.0,0.0,0.0,0.0,0.0,True,,,left_only
224,CASSADAGA,West,Stockton,0.0,3.0,2.0,1.0,34.5/4.8,3.75,5.0,2064.0,2005-04-22,34.5,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,,,left_only
225,CASTLETON,East,Schodack,0.0,1.0,2.0,1.0,34.5/4.8,1,3.0,1320.0,1948-10-08,34.5,4.8,0.0,1.0,0.0,0.0,0.0,0.0,True,,,left_only
226,CATTARAUGUS,West,New Albion,0.0,2.0,2.0,1.0,34.5/4.8,2.5,4.0,1284.0,1984-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
227,CAVANAUGH,Central,Marcy,1.0,0.0,4.0,1.0,115/13.8,15/20/25,5.0,4942.0,1996-07-26,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
228,CAZENOVIA,Central,Cazenovia,0.0,1.0,3.0,1.0,34.5/4.8,1.25,4.0,941.0,1961-01-01,34.5,4.8,0.0,1.25,0.0,0.0,0.0,0.0,True,2.720016,3.0,both
229,CAZENOVIA,Central,Cazenovia,0.0,1.0,3.0,2.0,34.5/4.8,1.25,0.0,941.0,1961-01-01,34.5,4.8,0.0,1.25,0.0,0.0,0.0,0.0,True,2.720016,3.0,both
230,CEDAR,East,Cedar,2.0,0.0,3.0,1.0,115/13.8,0.25,5.0,6785.0,1993-01-01,115.0,13.8,0.0,0.25,0.0,0.0,0.0,0.0,True,,,left_only
231,CENTER ST.,East,Center St.,2.0,0.0,3.0,1.0,115/13.8,15/20/25,5.0,3177.0,1992-01-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
232,CENTRAL SQUARE,Central,Central Square,0.0,2.0,1.0,1.0,34.5/4.8,2.5,3.0,674.0,1957-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
233,CENTRAL SQUARE STATION,,,,,,,,,,,,,,,,,,,,,1.059216,1.0,right_only
234,CHADWICKS,Central,Chadwicks,1.0,0.0,4.0,1.0,115/13.8,12/16/20,5.0,8758.0,1974-08-25,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,,,left_only
235,CHARLEY LAKE,East,Charley Lake,0.0,1.0,1.0,1.0,23/2.4,0.1,2.0,64.0,1990-01-01,23.0,2.4,0.0,0.1,0.0,0.0,0.0,0.0,True,,,left_only
236,CHASM FALLS,Central,Malone,0.0,1.0,1.0,1.0,34.5/13.8,5,2.0,1204.0,1988-01-01,34.5,13.8,0.0,5.0,0.0,0.0,0.0,0.0,True,,,left_only
237,CHAUTAUQUA,West,Chautauqua,0.0,2.0,2.0,1.0,34.4/.5,7.5/9.3,4.0,2000.0,2012-05-17,34.4,0.5,0.0,7.5,9.3,0.0,0.0,0.0,True,,,left_only
238,CHESTERTOWN,East,Chester,0.0,3.0,2.0,1.0,34.5/13.8,7.5/9.3/10.5,5.0,3991.0,1972-01-01,34.5,13.8,0.0,7.5,9.3,10.5,0.0,0.0,True,,,left_only
239,CHITTENANGO,Central,Sullivan,0.0,1.0,2.0,1.0,34.4/4.8,3.75,3.0,1919.0,1959-01-01,34.4,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,1.024032,2.0,both
240,CHRISLER AVE,East,Schenectady,0.0,1.0,3.0,2.0,34.5/4.16,3/3.65,4.0,2281.0,1957-01-01,34.5,4.16,0.0,3.0,3.65,0.0,0.0,0.0,True,,,left_only
241,CHURCH ST,East,Amsterdam,2.0,0.0,7.0,1.0,115/13.8,12/16/20,9.0,8412.0,2012-06-20,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,,,left_only
242,CHURCH ST,East,Amsterdam,2.0,0.0,7.0,1.0,115/13.8,18/24/30,0.0,8412.0,2012-06-20,115.0,13.8,0.0,18.0,24.0,30.0,0.0,0.0,True,,,left_only
243,CLEVELAND,Central,Constantia,0.0,1.0,1.0,3.0,34.5/4.8,0.83,2.0,1163.0,1978-01-01,34.5,4.8,0.0,0.83,0.0,0.0,0.0,0.0,True,,,left_only
244,CLINTON CRCC,Central,Kirkland,0.0,2.0,4.0,1.0,46/13.8,7.5/9.4/10.5,6.0,2886.0,1969-01-01,46.0,13.8,0.0,7.5,9.4,10.5,0.0,0.0,True,,,left_only
245,CLINTON ERCC,East,Canajoharie,2.0,0.0,2.0,1.0,115/13.8,12,4.0,2989.0,1969-01-01,115.0,13.8,0.0,12.0,0.0,0.0,0.0,0.0,True,,,left_only
246,CLOVERBANK,West,Hamburg,2.0,0.0,4.0,2.0,115/13.8,10/12.5,6.0,4882.0,1961-10-27,115.0,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,8.844,4.0,both
247,CLYMER,West,Clymer,0.0,2.0,2.0,1.0,34.5/4.8,3.75,4.0,879.0,2000-01-01,34.5,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,,,left_only
248,COBLESKILL,East,Cobleskill,2.0,0.0,3.0,1.0,69/4.8,5,5.0,2372.0,1960-09-01,69.0,4.8,0.0,5.0,0.0,0.0,0.0,0.0,True,,,left_only
249,COBLESKILL,East,Cobleskill,2.0,0.0,3.0,3.0,69/4.8,0.833,0.0,2372.0,1960-09-01,69.0,4.8,0.0,0.833,0.0,0.0,0.0,0.0,True,,,left_only
250,COFFEEN,Central,Watertown,4.0,2.0,6.0,1.0,115/13.8,12/16/22.4,12.0,6702.0,1972-06-05,115.0,13.8,0.0,12.0,16.0,22.4,0.0,0.0,True,,,left_only
251,COFFEEN,Central,Watertown,4.0,2.0,6.0,1.0,115/13.8,15/20/25,0.0,6702.0,1972-06-05,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
252,COFFEEN,Central,Watertown,4.0,2.0,6.0,2.0,115/23,15/20/25,0.0,6702.0,1972-06-05,115.0,23.0,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
253,COLLAMER CROSSING,,,,,,,,,,,,,,,,,,,,,7.180931999999999,3.0,right_only
254,COLLINS,West,Collins,0.0,2.0,2.0,1.0,34.5/4.8,3.75/4.69,4.0,1831.0,1978-01-01,34.5,4.8,0.0,3.75,4.69,0.0,0.0,0.0,True,2.0144159999999998,2.0,both
255,COLLINSVILLE,Central,West Turin,0.0,1.0,3.0,1.0,23/4.8,3.75/4.7,4.0,1759.0,1970-01-01,23.0,4.8,0.0,3.75,4.7,0.0,0.0,0.0,True,,,left_only
256,COLOSSE,Central,Mexico,0.0,1.0,1.0,1.0,34.5/13.8,5.6/7.0,2.0,2836.0,1982-01-01,34.5,13.8,0.0,5.6,7.0,0.0,0.0,0.0,True,,,left_only
257,COLVIN AVE,East,Albany,0.0,3.0,3.0,1.0,34.5/4.16,5/6.25,6.0,2096.0,2006-10-11,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
258,COMMERCE AVE,East,Albany,0.0,1.0,2.0,1.0,34.5/13.8/7.9,7.5/8.4,3.0,722.0,1988-01-01,34.5,13.8,7.9,7.5,8.4,0.0,0.0,0.0,True,,,left_only
259,COMSTOCK,East,Fort Ann,1.0,0.0,1.0,1.0,115/4.8,3.75,2.0,435.0,1956-01-01,115.0,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,,,left_only
260,CONESUS LAKE,West,Conesus,0.0,1.0,3.0,1.0,34.5/4.8,2.5,4.0,1673.0,1967-05-23,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,2.190384,2.0,both
261,CONKLING,Central,Utica,0.0,1.0,4.0,1.0,43.8/4.36,5/6.25,5.0,3611.0,1956-01-01,43.8,4.36,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
262,CONSTANTIA,Central,Constantia,0.0,1.0,1.0,1.0,34.5/4.16,3/3.65,2.0,810.0,1979-01-01,34.5,4.16,0.0,3.0,3.65,0.0,0.0,0.0,True,0.8236800000000001,1.0,both
263,CORFU STATION,West,Pembroke,0.0,2.0,2.0,2.0,34.5/4.8,1.5,4.0,757.0,1974-01-01,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,0.6479999999999999,2.0,both
264,CORINTH,East,Corinth,0.0,1.0,2.0,1.0,34.5/13.8,7.5/9.375/10.5,3.0,4013.0,1992-01-01,34.5,13.8,0.0,7.5,9.375,10.5,0.0,0.0,True,,,left_only
265,CORLISS PARK,East,Troy,0.0,1.0,3.0,1.0,34.5/4.16,5/6.25,4.0,2566.0,1963-11-01,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
266,CORTLAND,Central,Cortlandville,2.0,0.0,4.0,2.0,115/34.5,30/40/50,6.0,2403.0,1962-02-01,115.0,34.5,0.0,30.0,40.0,50.0,0.0,0.0,True,,,left_only
267,CORTLAND,Central,Cortlandville,2.0,0.0,4.0,3.0,34.5/4.8,1.667/1.9,0.0,2403.0,1962-02-01,34.5,4.8,0.0,1.667,1.9,0.0,0.0,0.0,True,,,left_only
268,CROWN POINT,East,Crown Point,1.0,0.0,1.0,1.0,115/13.8,7.5/9.375,2.0,1221.0,2007-07-01,115.0,13.8,0.0,7.5,9.375,0.0,0.0,0.0,True,,,left_only
269,CUBA,West,Cuba,0.0,2.0,3.0,1.0,34.4/5.04,3.75/4.688,5.0,1315.0,2010-02-05,34.4,5.04,0.0,3.75,4.688,0.0,0.0,0.0,True,,,left_only
270,CUBA LAKE,West,Cuba,0.0,1.0,2.0,1.0,34.5/4.8,2.5,3.0,1527.0,1964-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
271,CURRY RD,East,Rotterdam,2.0,0.0,6.0,1.0,115/13.8,18/24/30,8.0,11369.0,1969-10-01,115.0,13.8,0.0,18.0,24.0,30.0,0.0,0.0,True,,,left_only
272,CURRY RD,East,Rotterdam,2.0,0.0,6.0,1.0,115/13.8,20/26.7/33.3,0.0,11369.0,1969-10-01,115.0,13.8,0.0,20.0,26.7,33.3,0.0,0.0,True,,,left_only
273,CUYLER,Central,Cuyler,0.0,1.0,1.0,6.0,34.5/4.16,0.2,2.0,417.0,1970-01-01,34.5,4.16,0.0,0.2,0.0,0.0,0.0,0.0,True,0.5130528000000001,1.0,both
274,DARIEN STATION,West,Darien,0.0,2.0,2.0,1.0,34.5/4.8,3.75,4.0,1283.0,1993-01-01,34.5,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,2.3424,2.0,both
275,DAVID,Central,Ogdensburg,0.0,1.0,3.0,3.0,23/4.8,2,4.0,1049.0,1960-01-01,23.0,4.8,0.0,2.0,0.0,0.0,0.0,0.0,True,,,left_only
276,DEBALSO SUBSTATION,Central,New Hartford,1.0,0.0,3.0,1.0,115/13.8,15/20/25,4.0,4929.0,1992-07-06,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
277,DEERFIELD,Central,Deerfield,3.0,4.0,3.0,1.0,115/13.8,12/16/20,10.0,4206.0,2001-06-28,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,,,left_only
278,DEERFIELD,Central,Deerfield,3.0,4.0,3.0,1.0,115/46,20,0.0,4206.0,2001-06-28,115.0,46.0,0.0,20.0,0.0,0.0,0.0,0.0,True,,,left_only
279,DEKALB E.S.,Central,Dekalb,2.0,0.0,2.0,1.0,115/13.8,7.5/10.5,4.0,1778.0,1990-01-01,115.0,13.8,0.0,7.5,10.5,0.0,0.0,0.0,True,,,left_only
280,DELAMETER RD,West,Evans,0.0,2.0,4.0,1.0,115/13.8,12/16/20,6.0,8448.0,1974-10-01,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,13.349687999999999,4.0,both
281,DELANSON,East,Duanesburg,1.0,0.0,2.0,1.0,69/13.8,0,3.0,4074.0,2012-03-28,69.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,True,,,left_only
282,DELAWARE AVE,East,Albany,0.0,2.0,4.0,1.0,34.4/13.8,10/12.5,6.0,3394.0,2005-07-15,34.4,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,,,left_only
283,DELAWARE AVE,East,Albany,0.0,2.0,4.0,1.0,34.5/4.16,5/6.25,0.0,3394.0,2005-07-15,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
284,DELEVAN,West,Yorkshire,0.0,1.0,2.0,2.0,34.5/4.8,1.5,3.0,1579.0,1953-01-01,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,1.400016,2.0,both
285,DELMAR,East,Bethlehem,0.0,2.0,6.0,1.0,34.4/4.8,5/6.25,8.0,2543.0,1960-07-01,34.4,4.8,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
286,DELMAR,East,Bethlehem,0.0,2.0,6.0,1.0,34.5/4.8,5/6.25,0.0,2543.0,1960-07-01,34.5,4.8,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
287,DELPHI,Central,Cazenovia,2.0,0.0,2.0,1.0,113/13.8,7.5/8.4,4.0,2972.0,1970-01-01,113.0,13.8,0.0,7.5,8.4,0.0,0.0,0.0,True,4.259244,3.0,both
288,DEPOT SUBSTATION,East,Guilderland,0.0,1.0,2.0,1.0,34.5/13.8,3.5,3.0,113.0,2000-10-01,34.5,13.8,0.0,3.5,0.0,0.0,0.0,0.0,True,,,left_only
289,DEXTER,Central,Hounsfield,0.0,1.0,1.0,1.0,23/4.8,0.833,2.0,246.0,1960-01-01,23.0,4.8,0.0,0.833,0.0,0.0,0.0,0.0,True,,,left_only
290,DEXTER,Central,Hounsfield,0.0,1.0,1.0,2.0,23/4.8,0.833,0.0,246.0,1960-01-01,23.0,4.8,0.0,0.833,0.0,0.0,0.0,0.0,True,,,left_only
291,DORWIN,Central,Onondaga,0.0,4.0,2.0,1.0,34.5/4.16,5,6.0,2171.0,1961-01-01,34.5,4.16,0.0,5.0,0.0,0.0,0.0,0.0,True,3.3044128,4.0,both
292,DUGAN RD.,West,Olean,2.0,0.0,6.0,1.0,115/13.8,15/20/25,8.0,5190.0,1991-05-21,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
293,DUGAN RD.,West,Olean,2.0,0.0,6.0,1.0,115/13.8,15/20/25,0.0,5190.0,1991-05-21,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
294,DUGUID,Central,Manlius,1.0,0.0,5.0,1.0,115/13.8,20/26/33,6.0,9851.0,1999-02-12,115.0,13.8,0.0,20.0,26.0,33.0,0.0,0.0,True,19.861511999999998,5.0,both
295,E BATAVIA STATION,West,Batavia,2.0,0.0,4.0,2.0,115/13.8,20/26.67/33.33,6.0,6289.0,2009-05-27,115.0,13.8,0.0,20.0,26.67,33.33,0.0,0.0,True,12.5532,4.0,both
296,E. DUNKIRK,West,Dunkirk,2.0,0.0,5.0,1.0,113/13.8,7.5/8.4,7.0,3086.0,2010-10-07,113.0,13.8,0.0,7.5,8.4,0.0,0.0,0.0,True,3.599243999999999,3.0,both
297,E. DUNKIRK,West,Dunkirk,2.0,0.0,5.0,1.0,113/13.8,7.5/8.4,0.0,3086.0,2010-10-07,113.0,13.8,0.0,7.5,8.4,0.0,0.0,0.0,True,3.599243999999999,3.0,both
298,E.J. WEST HYDRO,East,Hadley,1.0,0.0,1.0,1.0,115/13.8,6/7.5,2.0,1225.0,2006-10-05,115.0,13.8,0.0,6.0,7.5,0.0,0.0,0.0,True,,,left_only
299,EAGLE BA,Central,Inlet,1.0,0.0,2.0,3.0,46/4.8,1.25,3.0,2129.0,1957-01-01,46.0,4.8,0.0,1.25,0.0,0.0,0.0,0.0,True,,,left_only
300,EAGLE HARBOR,West,Albion,0.0,2.0,2.0,1.0,34.5/4.8,2.5,4.0,1188.0,1972-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,1.5759839999999998,2.0,both
301,EAST FULTON SUBSTATION,Central,Volney,0.0,1.0,2.0,1.0,34.5/4.8,3.75,3.0,1402.0,1954-01-01,34.5,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,,,left_only
302,EAST GOLAH,West,Rush,2.0,0.0,6.0,1.0,115/13.8,15/20/25,8.0,7521.0,2011-05-09,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,21.916488,6.0,both
303,EAST GOLAH,West,Rush,2.0,0.0,6.0,1.0,115/13.8,20/26.7/33.3,0.0,7521.0,2011-05-09,115.0,13.8,0.0,20.0,26.7,33.3,0.0,0.0,True,21.916488,6.0,both
304,EAST MOLLOY ROAD,Central,Dewitt,2.0,0.0,4.0,1.0,115/13.8,15,6.0,2340.0,2002-07-15,115.0,13.8,0.0,15.0,0.0,0.0,0.0,0.0,True,11.655467999999999,4.0,both
305,EAST NORFOLK,Central,Norfolk,0.0,1.0,2.0,3.0,23/4.8,1,3.0,1377.0,1972-01-01,23.0,4.8,0.0,1.0,0.0,0.0,0.0,0.0,True,,,left_only
306,EAST OTTO,West,East Otto,0.0,2.0,2.0,1.0,34.5/4.8,2.5,4.0,906.0,1958-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
307,EAST PULASKI,Central,Richland,1.0,0.0,2.0,1.0,115/13.8,7.5/9.4,3.0,3744.0,1988-01-01,115.0,13.8,0.0,7.5,9.4,0.0,0.0,0.0,True,,,left_only
308,EAST SCHODACK,East,Schodack,0.0,1.0,1.0,1.0,34.5/4.8,3.75/4.687,2.0,550.0,1991-01-01,34.5,4.8,0.0,3.75,4.687,0.0,0.0,0.0,True,,,left_only
309,EAST SPRINGFIELD,East,Springfield,2.0,0.0,1.0,1.0,115/13.8,6/7.5,3.0,1105.0,2005-11-13,115.0,13.8,0.0,6.0,7.5,0.0,0.0,0.0,True,,,left_only
310,EAST SYRACUSE,Central,Dewitt,0.0,1.0,4.0,1.0,34.5/4.16,5/6.3,5.0,2008.0,1959-01-01,34.5,4.16,0.0,5.0,6.3,0.0,0.0,0.0,True,,,left_only
311,EAST WATERTOWN,Central,Watertown,2.0,0.0,4.0,1.0,115/13.8,12/16/20,6.0,6630.0,1973-01-01,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,,,left_only
312,EAST WORCESTER,East,Worcester,0.0,1.0,1.0,1.0,34.5/13.8/4.8,5,2.0,756.0,1993-01-01,34.5,13.8,4.8,5.0,0.0,0.0,0.0,0.0,True,,,left_only
313,EDEN CENTER,West,Eden,0.0,1.0,2.0,1.0,34.5/4.8,3.75,3.0,1859.0,1960-01-01,34.5,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,2.0928,2.0,both
314,EDEN CENTER,West,Eden,0.0,1.0,2.0,1.0,345/120/13.8,400/448,0.0,1859.0,1960-01-01,345.0,120.0,13.8,400.0,448.0,0.0,0.0,0.0,True,2.0928,2.0,both
315,EDEN CENTER,West,Eden,0.0,1.0,2.0,1.0,345/230/13.2,340/443,0.0,1859.0,1960-01-01,345.0,230.0,13.2,340.0,443.0,0.0,0.0,0.0,True,2.0928,2.0,both
316,EDWARDS,Central,Edwards,0.0,1.0,1.0,1.0,34.5/4.8,1/1.15,2.0,664.0,1957-01-01,34.5,4.8,0.0,1.0,1.15,0.0,0.0,0.0,True,,,left_only
317,EFFLEY FALLS,Central,Croghan,7.0,5.0,0.0,1.0,115/23,20/26.7/33.3,12.0,38.0,1993-01-01,115.0,23.0,0.0,20.0,26.7,33.3,0.0,0.0,True,,,left_only
318,ELBA STATION,West,Elba,0.0,2.0,1.0,2.0,34.5/4.8,1.5,3.0,938.0,1952-01-01,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,1.8192000000000002,1.0,both
319,ELLICOTT,West,Ellicott,0.0,2.0,1.0,1.0,34.5/4.8,2.5/3.13,3.0,770.0,1975-01-01,34.5,4.8,0.0,2.5,3.13,0.0,0.0,0.0,True,,,left_only
320,ELM STREET,Central,Malone,0.0,2.0,2.0,2.0,34.4/4.8,1.67/1.92,4.0,1725.0,1963-10-01,34.4,4.8,0.0,1.67,1.92,0.0,0.0,0.0,True,,,left_only
321,ELM STREET,Central,Malone,0.0,2.0,2.0,1.0,34.5/4.8,1.67/1.92,0.0,1725.0,1963-10-01,34.5,4.8,0.0,1.67,1.92,0.0,0.0,0.0,True,,,left_only
322,ELNORA,East,Clifton Park,1.0,0.0,4.0,1.0,115/13.8,15/20/25,5.0,5469.0,2000-09-29,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
323,ELSMERE,East,Bethlehem,0.0,1.0,2.0,1.0,34.5/4.8,7.5/9.375,3.0,1312.0,1971-01-01,34.5,4.8,0.0,7.5,9.375,0.0,0.0,0.0,True,,,left_only
324,EMMET,East,Schenectady,0.0,3.0,6.0,1.0,34.5/4.16,3/3.65,9.0,3699.0,1954-01-01,34.5,4.16,0.0,3.0,3.65,0.0,0.0,0.0,True,,,left_only
325,EMMET,East,Schenectady,0.0,3.0,6.0,1.0,34.5/4.16,3/6.25,0.0,3699.0,1954-01-01,34.5,4.16,0.0,3.0,6.25,0.0,0.0,0.0,True,,,left_only
326,EPHRATAH,East,Ephratah,2.0,1.0,2.0,1.0,69/23/13.2,5,5.0,944.0,2007-10-01,69.0,23.0,13.2,5.0,0.0,0.0,0.0,0.0,True,,,left_only
327,EPHRATAH,East,Ephratah,2.0,1.0,2.0,3.0,69/4.8,1.67,0.0,944.0,2007-10-01,69.0,4.8,0.0,1.67,0.0,0.0,0.0,0.0,True,,,left_only
328,EUCLID,Central,Clay,2.0,0.0,6.0,2.0,115/13.8,20/26.7/33.3,8.0,10360.0,1988-07-11,115.0,13.8,0.0,20.0,26.7,33.3,0.0,0.0,True,17.300843999999998,6.0,both
329,EVERETT RD,East,Colonie,1.0,0.0,4.0,1.0,115/13.8,15/20/25,5.0,4706.0,1990-01-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
330,FABIUS,Central,Fabius,0.0,2.0,1.0,1.0,34.4/4.8,0.83,3.0,476.0,1959-01-01,34.4,4.8,0.0,0.83,0.0,0.0,0.0,0.0,True,0.5408160000000001,1.0,both
331,FABIUS,Central,Fabius,0.0,2.0,1.0,2.0,34.5/4.8,0.83,0.0,476.0,1959-01-01,34.5,4.8,0.0,0.83,0.0,0.0,0.0,0.0,True,0.5408160000000001,1.0,both
332,FAIRDALE,Central,Hannibal,0.0,1.0,2.0,1.0,34.5/4.8,2.5/3.125,3.0,1578.0,1956-01-01,34.5,4.8,0.0,2.5,3.125,0.0,0.0,0.0,True,,,left_only
333,FARMERSVILLE,West,Farmersville,0.0,1.0,2.0,3.0,34.5/4.8,0.833,3.0,1071.0,1966-01-01,34.5,4.8,0.0,0.833,0.0,0.0,0.0,0.0,True,1.1840159999999997,2.0,both
